Time,Ref_Vx,MPC_X,MPC_Y,MPC_Vx,MPC_Fx,MPC_Steer,MPC_LatErr,PID_X,PID_Y,PID_Vx,PID_Fx,PID_Power
0,25,0.05,0,1.23438,1500.09,0,0,0.05,0,1.23438,1500,1851.56
0.05,25,0.111719,0,1.46875,1500.38,0,0,0.111719,0,1.46875,1500,2203.12
0.1,25,0.185156,0,1.70305,1499.5,0,0,0.185156,0,1.70312,1500,2554.69
0.15,25,0.270309,0,1.93742,1500,0,0,0.270313,0,1.9375,1500,2906.25
0.2,25,0.36718,0,2.1718,1500,0,0,0.367188,0,2.17188,1500,3257.81
0.25,25,0.47577,0,2.40617,1500,0,0,0.475781,0,2.40625,1500,3609.38
0.3,25,0.596078,0,2.64055,1500,0,0,0.596094,0,2.64062,1500,3960.94
0.35,25,0.728106,0,2.87492,1500,0,0,0.728125,0,2.875,1500,4312.5
0.4,25,0.871852,0,3.1093,1500,0,0,0.871875,0,3.10938,1500,4664.06
0.45,25,1.02732,0,3.34367,1500,0,0,1.02734,0,3.34375,1500,5015.62
0.5,25,1.1945,0,3.57805,1500,0,0,1.19453,0,3.57812,1500,5367.19
0.55,25,1.3734,0,3.81242,1500,0,0,1.37344,0,3.8125,1500,5718.75
0.6,25,1.56402,0,4.0468,1500,0,0,1.56406,0,4.04688,1500,6070.31
0.65,25,1.76636,0,4.28117,1500,0,0,1.76641,0,4.28125,1500,6421.88
0.7,25,1.98042,0,4.51555,1500,0,0,1.98047,0,4.51562,1500,6773.44
0.75,25,2.2062,0,4.74992,1500,0,0,2.20625,0,4.75,1500,7125
0.8,25,2.4437,0,4.9843,1500,0,0,2.44375,0,4.98438,1500,7476.56
0.85,25,2.69291,0,5.21867,1500,0,0,2.69297,0,5.21875,1500,7828.12
0.9,25,2.95384,0,5.45305,1500,0,0,2.95391,0,5.45312,1500,8179.69
0.95,25,3.2265,0,5.68742,1500,0,0,3.22656,0,5.6875,1500,8531.25
1,25,3.51087,0,5.9218,1500,0,0,3.51094,0,5.92188,1500,8882.81
1.05,25,3.80696,0,6.15617,1500,0,0,3.80703,0,6.15625,1500,9234.38
1.1,25,4.11477,0,6.39055,1500,0,0,4.11484,0,6.39062,1500,9585.94
1.15,25,4.43429,0,6.62492,1500,0,0,4.43437,0,6.625,1500,9937.5
1.2,25,4.76554,0,6.8593,1500,0,0,4.76562,0,6.85938,1500,10289.1
1.25,25,5.1085,0,7.09367,1500,0,0,5.10859,0,7.09375,1500,10640.6
1.3,25,5.46319,0,7.32805,1500,0,0,5.46328,0,7.32812,1500,10992.2
1.35,25,5.82959,0,7.56242,1500,0,0,5.82969,0,7.5625,1500,11343.8
1.4,25,6.20771,0,7.7968,1500,0,0,6.20781,0,7.79688,1500,11695.3
1.45,25,6.59755,0,8.03117,1500,0,0,6.59766,0,8.03125,1500,12046.9
1.5,25,6.99911,0,8.26555,1500,0,0,6.99922,0,8.26562,1500,12398.4
1.55,25,7.41239,0,8.49992,1500,0,0,7.4125,0,8.5,1500,12750
1.6,25,7.83738,0,8.7343,1500,0,0,7.8375,0,8.73438,1500,13101.6
1.65,25,8.2741,0,8.96867,1500,0,0,8.27422,0,8.96875,1500,13453.1
1.7,25,8.72253,0,9.20305,1500,0,0,8.72266,0,9.20312,1500,13804.7
1.75,25,9.18268,0,9.43742,1500,0,0,9.18281,0,9.4375,1500,14156.2
1.8,25,9.65456,0,9.6718,1500,0,0,9.65469,0,9.67188,1500,14507.8
1.85,25,10.1381,0,9.90617,1500,0,0,10.1383,0,9.90625,1500,14859.4
1.9,25,10.6335,0,10.1405,1500,0,0,10.6336,0,10.1406,1500,15210.9
1.95,25,11.1405,0,10.3749,1500,0,0,11.1406,0,10.375,1500,15562.5
2,25,11.6592,0,10.6093,1500,0,0,11.6594,0,10.6094,1500,15914.1
2.05,25,12.1897,0,10.8437,1500,0,0,12.1898,0,10.8438,1500,16265.6
2.1,25,12.7319,0,11.078,1500,0,0,12.732,0,11.0781,1500,16617.2
2.15,25,13.2858,0,11.3124,1500,0,0,13.2859,0,11.3125,1500,16968.8
2.2,25,13.8514,0,11.5468,1500.01,0,0,13.8516,0,11.5469,1500,17320.3
2.25,25,14.4287,0,11.7812,1500,0,0,14.4289,0,11.7812,1500,17671.9
2.3,25,15.0178,0,12.0155,1500.01,0,0,15.018,0,12.0156,1500,18023.4
2.35,25,15.6186,0,12.2499,1500.01,0,0,15.6188,0,12.25,1500,18375
2.4,25,16.2311,0,12.4843,1500.01,0,0,16.2313,0,12.4844,1500,18726.6
2.45,25,16.8553,0,12.7187,1500.01,0,0,16.8555,0,12.7188,1500,19078.1
2.5,25,17.4912,0,12.953,1500.01,0,0,17.4914,0,12.9531,1500,19429.7
2.55,25,18.1389,0,13.1874,1500.01,0,0,18.1391,0,13.1875,1500,19781.2
2.6,25,18.7982,0,13.4218,1500.01,0,0,18.7984,0,13.4219,1500,20132.8
2.65,25,19.4693,0,13.6562,1500.01,0,0,19.4695,0,13.6562,1500,20484.4
2.7,25,20.1521,0,13.8905,1500.01,0,0,20.1523,0,13.8906,1500,20835.9
2.75,25,20.8467,0,14.1249,1500.01,0,0,20.8469,0,14.125,1500,21187.5
2.8,25,21.5529,0,14.3593,1500.01,0,0,21.5531,0,14.3594,1500,21539.1
2.85,25,22.2709,0,14.5937,1500.01,0,0,22.2711,0,14.5938,1500,21890.6
2.9,25,23.0006,0,14.828,1500.01,0,0,23.0008,0,14.8281,1500,22242.2
2.95,25,23.742,0,15.0624,1500.01,0,0,23.7422,0,15.0625,1500,22593.8
3,25,24.4951,0,15.2968,1500.01,0,0,24.4953,0,15.2969,1500,22945.3
3.05,25,25.2599,0,15.5312,1500.01,0,0,25.2602,0,15.5312,1500,23296.9
3.1,25,26.0365,0,15.7655,1500.01,0,0,26.0367,0,15.7656,1500,23648.4
3.15,25,26.8248,0,15.9999,1500.01,0,0,26.825,0,16,1500,24000
3.2,25,27.6248,0,16.2343,1500.01,0,0,27.625,0,16.2344,1500,24351.6
3.25,25,28.4365,0,16.4687,1500.01,0,0,28.4367,0,16.4688,1500,24703.1
3.3,25,29.2599,0,16.703,1500.02,0,0,29.2602,0,16.7031,1500,25054.7
3.35,25,30.0951,0,16.9374,1500.01,0,0,30.0953,0,16.9375,1500,25406.2
3.4,25,30.9419,0,17.1718,1500.01,0,0,30.9422,0,17.1719,1500,25757.8
3.45,25,31.8005,0,17.4062,1500.02,0,0,31.8008,0,17.4062,1500,26109.4
3.5,25,32.6708,0,17.6405,1500.02,0,0,32.6711,0,17.6406,1500,26460.9
3.55,25,33.5529,0,17.8749,1500.02,0,0,33.5531,0,17.875,1500,26812.5
3.6,25,34.4466,0,18.1093,1500.03,0,0,34.4469,0,18.1094,1500,27164.1
3.65,25,35.3521,0,18.3437,1500.02,0,0,35.3523,0,18.3438,1500,27515.6
3.7,25,36.2693,0,18.578,1500.02,0,0,36.2695,0,18.5781,1500,27867.2
3.75,25,37.1982,0,18.8124,1500.02,0,0,37.1984,0,18.8125,1500,28218.8
3.8,25,38.1388,0,19.0468,1500.03,0,0,38.1391,0,19.0469,1500,28570.3
3.85,25,39.0911,0,19.2812,1500.03,0,0,39.0914,0,19.2812,1500,28921.9
3.9,25,40.0552,0,19.5155,1500.01,0,0,40.0555,0,19.5156,1500,29273.4
3.95,25,41.031,0,19.7499,1499.98,0,0,41.0312,0,19.75,1500,29625
4,25,42.0184,0,19.9843,1499.98,0,0,42.0187,0,19.9844,1500,29976.6
4.05,25,43.0177,0,20.2187,1500.06,0,0,43.018,0,20.2188,1500,30328.1
4.1,25,44.0286,0,20.4505,1483.86,0,0,44.0289,0,20.4531,1500,30679.7
4.15,25,45.0511,0,20.6797,1467.01,0,0,45.0516,0,20.6875,1500,31031.2
4.2,25,46.0851,0,20.9064,1450.7,0,0,46.0859,0,20.9219,1500,31382.8
4.25,25,47.1304,0,21.1306,1434.97,0,0,47.132,0,21.1562,1500,31734.4
4.3,25,48.187,0,21.3525,1419.74,0,0,48.1898,0,21.3906,1500,32085.9
4.35,25,49.2546,0,21.572,1404.99,0,0,49.2594,0,21.625,1500,32437.5
4.4,25,50.3332,0,21.7893,1390.69,0,0,50.3406,0,21.8476,1424.94,31131.7
4.45,25,51.4226,0,22.0044,1376.82,0,0,51.433,0,22.0568,1338.55,29524
4.5,25,52.5229,0,22.2174,1363.36,0,0,52.5358,0,22.2533,1257.88,27992
4.55,25,53.6337,0,22.4284,1350.15,0,0,53.6485,0,22.438,1182.06,26523.1
4.6,25,54.7552,0,22.6373,1337.09,0,0,54.7704,0,22.6116,1110.81,25117.1
4.65,25,55.887,0,22.8443,1324.57,0,0,55.901,0,22.7747,1043.85,23773.3
4.7,25,57.0292,0,23.0495,1313.11,0,0,57.0397,0,22.928,980.92,22490.5
4.75,25,58.1817,0,23.2528,1301.37,0,0,58.1861,0,23.072,921.786,21267.5
4.8,25,59.3444,0,23.4544,1289.97,0,0,59.3397,0,23.2073,866.216,20102.6
4.85,25,60.5171,0,23.6542,1278.87,0,0,60.5001,0,23.3345,813.993,18994.1
4.9,25,61.6998,0,23.8523,1267.86,0,0,61.6668,0,23.454,764.917,17940.4
4.95,25,62.8924,0,24.0487,1257.27,0,0,62.8395,0,23.5664,718.798,16939.4
5,25,64.0948,0,24.2436,1247.03,0,0,64.0178,0,23.6719,675.458,15989.4
5.05,25,65.307,0,24.4368,1236.89,0,0,65.2014,0,23.7711,634.729,15088.2
5.1,25,66.5288,0,24.6286,1227.14,0,0,66.39,0,23.8643,596.454,14233.9
5.15,25,67.7603,0,24.8188,1217.46,0,0,67.5832,0,23.9518,560.485,13424.7
5.2,25,69.0012,0,25.0076,1208.04,0,0,68.7808,0,24.0341,526.684,12658.4
5.25,25,70.2516,0,25.195,1199.63,0,0,69.9825,0,24.1115,494.919,11933.2
5.3,25,71.5113,0,25.3811,1190.87,0,0,71.1881,0,24.1841,465.068,11247.3
5.35,25,72.7804,0,25.5599,1144.63,0,0,72.3973,0,24.2524,437.016,10598.7
5.4,25,74.0584,0,25.7252,1057.57,0,0,73.6099,0,24.3166,410.653,9985.69
5.45,25,75.3447,0,25.8698,925.412,0,0,74.8257,0,24.3769,385.88,9406.55
5.5,25,76.6381,0,25.9905,772.961,0,0,76.0446,0,24.4335,362.599,8859.57
5.55,25,77.9377,0,26.0817,583.295,0,0,77.2663,0,24.4868,340.721,8343.15
5.6,25,79.2418,0,26.1376,357.899,0,0,78.4906,0,24.5368,320.16,7855.71
5.65,25,80.5486,0,26.1426,31.8122,0,0,79.7174,0,24.5838,300.839,7395.78
5.7,25,81.8558,0,26.0454,-621.642,0,0,80.9466,0,24.628,282.682,6961.89
5.75,25,83.158,0,25.8655,-1151.83,0,0,82.178,0,24.6695,265.619,6552.69
5.8,25,84.4513,0,25.6842,-1159.94,0,0,83.4115,0,24.7085,249.584,6166.85
5.85,25,85.7355,0,25.5017,-1168.04,0,0,84.6469,0,24.7451,234.516,5803.11
5.9,25,87.0106,0,25.3179,-1176.4,0,0,85.8842,0,24.7796,220.355,5460.29
5.95,25,88.2765,0,25.1328,-1184.84,0,0,87.1232,0,24.8119,207.047,5137.23
6,25,89.5331,0,24.9463,-1193.56,0,0,88.3638,0,24.8119,0,0
6.05,25,90.7805,0,24.7584,-1202.49,0,0,89.6043,0,24.8119,0,0
6.1,25,92.0184,0,24.5691,-1211.78,0,0,90.8449,0,24.8119,0,0
6.15,25,93.2468,0,24.3783,-1221.05,0,0,92.0855,0,24.8119,0,0
6.2,12,94.4657,0,24.186,-1230.61,0,0,93.3261,0,24.8119,0,0
6.25,12,95.675,0,23.9922,-1240.39,0,0,94.5667,0,24.5775,-1500,-36866.3
6.3,12,96.8747,0,23.7968,-1250.41,0,0,95.7956,0,24.3432,-1500,-36514.7
6.35,12,98.0645,0,23.5996,-1260.67,0.00653798,0,97.0128,0,24.1088,-1500,-36163.2
6.4,12,99.2445,0.00148389,23.5997,0,0,0.00148389,98.2182,0,23.8594,-1500,-35789.2
6.45,12,100.424,0.00238299,23.5997,0,0,-0.110794,99.4112,0.0108835,23.6034,-1500,-35405
6.5,12,101.604,0.00471328,23.5997,0,0,-0.422326,100.591,0.0352038,23.3246,-1500,-34986.8
6.55,12,102.784,0.00831579,23.5997,0,0,-0.729943,101.758,0.0788377,22.9905,-1500,-34485.8
6.6,12,103.964,0.0127813,23.5997,0,0,-1.03213,102.91,0.143841,22.601,-1500,-33901.5
6.65,12,105.144,0.0177904,23.5997,0,0,-1.32731,104.047,0.228661,22.1678,-1500,-33251.7
6.7,12,106.324,0.0231331,23.5997,0,0,-1.61384,105.167,0.33072,21.7019,-1500,-32552.8
6.75,12,107.504,0.0286789,23.5997,0,0,-1.89004,106.271,0.447541,21.2102,-1500,-31815.3
