75		770.0404194
79.51505017	815.8459135
84.03010033	861.5569646
88.5451505	907.1685675
93.06020067	952.6757488
97.57525084	998.0735683
102.090301	1043.357121
106.6053512	1088.521536
111.1204013	1133.561984
115.6354515	1178.473672
120.1505017	1223.251847
124.6655518	1267.891801
129.180602	1312.388865
133.6956522	1356.73842
138.2107023	1400.935888
142.7257525	1444.976742
147.2408027	1488.856501
151.7558528	1532.570734
156.270903	1576.115063
160.7859532	1619.485161
165.3010033	1662.676754
169.8160535	1705.685622
174.3311037	1748.507603
178.8461538	1791.138589
183.361204	1833.57453
187.8762542	1875.811437
192.3913043	1917.845377
196.9063545	1959.672481
201.4214047	2001.28894
205.9364548	2042.691006
210.451505	2083.874998
214.9665552	2124.837295
219.4816054	2165.574342
223.9966555	2206.082652
228.5117057	2246.3588
233.0267559	2286.399432
237.541806	2326.201258
242.0568562	2365.761059
246.5719064	2405.075684
251.0869565	2444.14205
255.6020067	2482.957145
260.1170569	2521.518027
264.632107	2559.821825
269.1471572	2597.865737
273.6622074	2635.647037
278.1772575	2673.163065
282.6923077	2710.411238
287.2073579	2747.389042
291.722408	2784.094038
296.2374582	2820.523859
300.7525084	2856.676209
305.2675585	2892.548868
309.7826087	2928.139688
314.2976589	2963.446594
318.812709	2998.467583
323.3277592	3033.200729
327.8428094	3067.644174
332.3578595	3101.796139
336.8729097	3135.654914
341.3879599	3169.218862
345.90301	3202.486421
350.4180602	3235.4561
354.9331104	3268.126482
359.4481605	3300.49622
363.9632107	3332.564039
368.4782609	3364.328739
372.993311	3395.789186
377.5083612	3426.944322
382.0234114	3457.793155
386.5384615	3488.334767
391.0535117	3518.568307
395.5685619	3548.492995
400.083612	3578.108117
404.5986622	3607.413031
409.1137124	3636.407159
413.6287625	3665.089993
418.1438127	3693.46109
422.6588629	3721.520073
427.173913	3749.26663
431.6889632	3776.700516
436.2040134	3803.821547
440.7190635	3830.629603
445.2341137	3857.124628
449.7491639	3883.306627
454.264214	3909.175666
458.7792642	3934.731872
463.2943144	3959.975431
467.8093645	3984.906587
472.3244147	4009.525645
476.8394649	4033.832963
481.3545151	4057.828959
485.8695652	4081.514106
490.3846154	4104.888929
494.8996656	4127.954009
499.4147157	4150.709981
503.9297659	4173.157529
508.4448161	4195.297391
512.9598662	4217.130354
517.4749164	4238.657253
521.9899666	4259.878973
526.5050167	4280.796447
531.0200669	4301.410654
535.5351171	4321.722616
540.0501672	4341.733404
544.5652174	4361.44413
549.0802676	4380.855948
553.5953177	4399.970056
558.1103679	4418.787691
562.6254181	4437.31013
567.1404682	4455.538691
571.6555184	4473.474726
576.1705686	4491.119628
580.6856187	4508.474822
585.2006689	4525.54177
589.7157191	4542.321969
594.2307692	4558.816947
598.7458194	4575.028265
603.2608696	4590.957514
607.7759197	4606.606317
612.2909699	4621.976325
616.8060201	4637.069217
621.3210702	4651.886699
625.8361204	4666.430504
630.3511706	4680.702391
634.8662207	4694.704141
639.3812709	4708.437562
643.8963211	4721.904482
648.4113712	4735.106751
652.9264214	4748.046241
657.4414716	4760.724841
661.9565217	4773.144464
666.4715719	4785.307036
670.9866221	4797.214504
675.5016722	4808.868828
680.0167224	4820.271987
684.5317726	4831.425972
689.0468227	4842.33279
693.5618729	4852.994459
698.0769231	4863.413011
702.5919732	4873.590488
707.1070234	4883.528943
711.6220736	4893.230441
716.1371237	4902.697053
720.6521739	4911.930861
725.1672241	4920.933952
729.6822742	4929.708422
734.1973244	4938.256372
738.7123746	4946.57991
743.2274247	4954.681148
747.7424749	4962.5622
752.2575251	4970.225188
756.7725753	4977.672232
761.2876254	4984.905458
765.8026756	4991.926992
770.3177258	4998.73896
774.8327759	5005.343489
779.3478261	5011.742707
783.8628763	5017.93874
788.3779264	5023.933713
792.8929766	5029.729748
797.4080268	5035.328966
801.9230769	5040.733484
806.4381271	5045.945416
810.9531773	5050.966873
815.4682274	5055.799959
819.9832776	5060.446775
824.4983278	5064.909416
829.0133779	5069.189972
833.5284281	5073.290525
838.0434783	5077.213152
842.5585284	5080.959921
847.0735786	5084.532895
851.5886288	5087.934127
856.1036789	5091.165662
860.6187291	5094.229538
865.1337793	5097.127782
869.6488294	5099.862413
874.1638796	5102.43544
878.6789298	5104.848862
883.1939799	5107.104667
887.7090301	5109.204835
892.2240803	5111.151331
896.7391304	5112.946114
901.2541806	5114.591127
905.7692308	5116.088304
910.2842809	5117.439567
914.7993311	5118.646826
919.3143813	5119.711976
923.8294314	5120.636905
928.3444816	5121.423483
932.8595318	5122.07357
937.3745819	5122.589012
941.8896321	5122.971642
946.4046823	5123.22328
950.9197324	5123.345733
955.4347826	5123.340792
959.9498328	5123.210236
964.4648829	5122.955831
968.9799331	5122.579326
973.4949833	5122.08246
978.0100334	5121.466953
982.5250836	5120.734515
987.0401338	5119.886838
991.5551839	5118.925603
996.0702341	5117.852473
1000.585284	5116.669098
1005.100334	5115.377114
1009.615385	5113.978141
1014.130435	5112.473785
1018.645485	5110.865637
1023.160535	5109.155273
1027.675585	5107.344253
1032.190635	5105.434124
1036.705686	5103.426418
1041.220736	5101.32265
1045.735786	5099.124321
1050.250836	5096.832919
1054.765886	5094.449915
1059.280936	5091.976765
1063.795987	5089.41491
1068.311037	5086.765779
1072.826087	5084.030781
1077.341137	5081.211315
1081.856187	5078.308762
1086.371237	5075.32449
1090.886288	5072.259851
1095.401338	5069.116184
1099.916388	5065.894812
1104.431438	5062.597043
1108.946488	5059.224172
1113.461538	5055.777478
1117.976589	5052.258226
1122.491639	5048.667668
1127.006689	5045.00704
